 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-01319-7501,482-R1,4,1,101,1970,60900,1938514.599,31.83111,9310428.54,152.8806
1-01319-7502,1614-R1,4,1,18,2001,11861,610302.892,51.45459,3058280.567,257.8434
1-01320-7501,85-R1,4,1,231,1982,350000,14614929,41.75694,73074645,208.7847
1-01320-7502,238-R1,4,1,48,1985,77029,3532871.921,45.86418,17664359.61,229.3209
1-01320-7503,240-R1,4,1,92,1957,63927,2472473.255,38.67651,11888293.23,185.9667
1-01320-7504,451-R1,4,1,129,1956,81745,2965759.282,36.28062,14269219.19,174.5577
1-01320-7505,620-R1,4,1,173,1988,164753,8552484.745,51.91095,42856407.08,260.1252
1-01320-7506,1828-R1,4,1,261,1979,207246,9363299.671,45.17964,46816498.36,225.8982
1-01322-7501,201-R1,4,1,162,1959,170631,5703916.201,33.42837,27448880.01,160.8669
1-01323-7501,185-R1,4,1,174,1985,193134,8505378.011,44.03874,42747236.64,221.3346
1-01324-7501,518-R1,4,1,16,1980,19082,838170.1713,43.92465,4201736.183,220.1937
1-01325-7501,227-R1,4,1,25,1984,46800,1826078.904,39.01878,8756635.68,187.1076
1-01325-7502,424-R1,4,1,27,1901,15410,592488.7653,38.44833,2848165.578,184.8258
1-01327-7502,896-R1,4,1,177,1990,237531,11707161.89,49.28688,58535809.47,246.4344
1-01329-7501,2007-R1,4,1,40,2000,54638,3615516.664,66.1722,18015246.82,329.7201
1-01331-7501,541-R1,4,1,115,1963,128436,4454592.025,34.68336,21393764.33,166.5714
1-01331-7503,1538-R1,4,1,67,2005,104916,5135072.703,48.94461,25735212.85,245.2935
1-01336-7501,168-R1,4,1,79,1983,127399,5697701.149,44.72328,28633855.26,224.7573
1-01338-7501,247-R1,4,1,113,1980,86845,3765095.499,43.3542,18825477.5,216.771
1-01338-7502,614-R1,4,1,166,1977,122021,5415415.221,44.38101,27146682.99,222.4755
1-01340-7501,1165-R1,4,1,370,2000,825532,57452816.99,69.5949,286322235.5,346.8336
1-01341-7501,176-R1,4,1,141,1962,89872,3137569.923,34.91154,15072639.83,167.7123
1-01341-7502,259-R1,4,1,126,1962,82112,2847920.056,34.68336,13677510.8,166.5714
1-01341-7503,336-R1,4,1,237,1984,438326,21803755.42,49.74324,109518863.2,249.8571
1-01341-7505,1792-R1,4,1,81,1930,78000,2224755,28.5225,9699931.8,124.3581
1-01342-7501,61-R1,4,1,85,1982,119419,5449805.484,45.636,27385272.56,229.3209
1-01342-7502,105-R1,4,1,20,1982,33376,1595496.625,47.80371,7996522.464,239.589
1-01343-7501,60-R1,4,1,115,1931,93015,2684856.582,28.86477,11354927.04,122.0763
1-01343-7504,1809-R1,4,1,23,1900,35615,1690339.186,47.46144,8451695.928,237.3072
1-01344-7501,145-R1,4,1,97,1963,67540,2319397.219,34.34109,11096119.58,164.2896
1-01344-7502,1212-R1,4,1,64,2000,158085,9017958.825,57.045,45270153.3,286.3659
1-01345-7501,1594-R1,4,1,85,2006,166692,9356802.018,56.13228,46974188.99,281.8023
1-01346-7501,323-R1,4,1,90,1959,65000,2306329.35,35.48199,11049616.5,169.9941
1-01346-7503,475-R1,4,1,59,1941,53435,1938654.93,36.28062,9266526.708,173.4168
1-01347-7501,1396-R1,4,1,118,2003,219278,9806831.392,44.72328,49284331.23,224.7573
1-01362-7502,1279-R1,4,1,113,2002,172926,9864563.67,57.045,49520109.62,286.3659
1-01365-7501,283-R1,4,1,189,1958,196802,7252364.278,36.85107,34802367.28,176.8395
1-01365-7502,575-R1,4,1,228,1972,242825,10167332.86,41.87103,50975183.82,209.9256
1-01366-7501,59-R1,4,1,106,1983,174032,8954745.207,51.45459,44873002.59,257.8434
1-01368-7501,91-R1,4,1,60,1929,97636,3419762.411,35.02563,16374758.12,167.7123
1-01369-7501,278-R1,4,1,75,1986,85992,3649627.748,42.44148,18248138.74,212.2074
1-01370-7501,37-R1,4,1,75,1981,61175,2680111.008,43.81056,13470349.6,220.1937
1-01342-7503,1357-R1,4,0,15,1920,10550,507940.089,48.14598,2539700.445,240.7299
1-01010-7501,165-R1,5,2,38,1916,43765,1448446.44,33.096,6614572.076,151.1384
1-01011-7504,767-R1,5,2,34,1912,35328,1169215.488,33.096,5339417.395,151.1384
1-01025-7501,606-R1,5,2,129,1916,128513,4678592.873,36.4056,21408106.78,166.5832
1-01048-7504,800-R1,5,2,188,1940,158478,5594653.747,35.3024,25525607.72,161.0672
1-01003-7501,347-R1,5,1,445,1927,328716,14505579.65,44.128,72527898.24,220.64
1-01006-7501,130-R1,5,1,212,1968,223307,9361386.731,41.9216,47053285.94,210.7112
1-01008-7501,84-R1,5,1,50,1982,96492,4470898.925,46.3344,22354494.62,231.672
1-01008-7502,534-R1,5,1,65,1926,74422,3119889.315,41.9216,15681548.93,210.7112
1-01008-7503,540-R1,5,1,340,1987,494266,23446792.8,47.4376,117779238.3,238.2912
1-01009-7501,364-R1,5,1,247,1986,399221,19818927.32,49.644,99535057.23,249.3232
1-01010-7502,513-R1,5,1,33,1923,32796,1085416.416,33.096,5209998.797,158.8608
1-01010-7504,1153-R1,5,1,35,1922,88288,3701174.221,41.9216,18505871.1,209.608
1-01010-7505,1524-R1,5,1,103,1926,121921,5380129.888,44.128,27035152.69,221.7432
1-01011-7501,11-R1,5,1,161,1930,159786,7051036.608,44.128,35431458.96,221.7432
1-01011-7502,496-R1,5,1,420,1930,340000,15003520,44.128,75392688,221.7432
1-01011-7503,696-R1,5,1,79,1950,78236,3625018.118,46.3344,18211400.55,232.7752
1-01011-7505,1018-R1,5,1,80,1918,87821,4069133.342,46.3344,20442550.84,232.7752
1-01018-7502,1875-R1,5,1,218,2006,293691,15875995.65,54.0568,79703978.16,271.3872
1-01020-7502,1519-R1,5,1,137,2005,165323,8936832.346,54.0568,44866546.07,271.3872
1-01027-7504,1278-R1,5,1,108,2002,210177,10434026.99,49.644,52402002.21,249.3232
1-01040-7501,633-R1,5,1,704,1989,551052,24316822.66,44.128,122192033.8,221.7432
1-01042-7502,1626-R1,5,1,215,2005,249339,12378185.32,49.644,62441068.15,250.4264
1-01043-7501,288-R1,5,1,65,1942,54785,1934041.984,35.3024,9247138.236,168.7896
1-01043-7502,280-R1,5,1,65,1947,54655,1929452.672,35.3024,9225195.588,168.7896
1-01043-7503,1461-R1,5,1,66,2005,56935,2386806.296,41.9216,11996842.17,210.7112
1-01047-7501,115-R1,5,1,576,1931,609127,23519611.72,38.612,112222147.4,184.2344
1-01047-7503,1750-R1,5,1,595,1978,706825,30411004.26,43.0248,152055021.3,215.124
1-01048-7501,58-R1,5,1,261,1982,263995,11649571.36,44.128,58539096.08,221.7432
1-01048-7503,538-R1,5,1,296,1987,314941,13897716.45,44.128,69836025.15,221.7432
1-01048-7503,538-R2,5,1,20,1987,15764,695633.792,44.128,3478168.96,220.64
1-01049-7501,1311-R1,5,1,129,1955,377444,23318188.36,61.7792,117007338,309.9992
1-01049-7501,1311-R2,5,1,65,1955,217897,13461502.34,61.7792,67547895.68,309.9992
1-01263-7501,1655-R1,5,1,152,2005,148385,8021218.268,54.0568,40269789.67,271.3872
1-01269-7501,90-R1,5,1,248,1982,503000,24416022.4,48.5408,122635021.6,243.8072
1-01270-7501,1599-R1,5,1,35,1925,44350,1712442.2,38.612,8219722.56,185.3376
1-01271-7501,7-R2,5,1,183,1963,141738,5472787.656,38.612,26269380.75,185.3376
1-01273-7501,141-R1,5,1,168,1969,206973,8676639.317,41.9216,43383196.58,209.608
1-01274-7502,702-R1,5,1,88,1901,68219,3160886.434,46.3344,15879691.37,232.7752
1-01274-7503,1150-R1,5,1,11,1931,84843,4492742.285,52.9536,22463711.42,264.768
1-01274-7504,1508-R1,5,1,164,1907,395521,21816938.36,55.16,109521030.6,276.9032
1-00475-7503,916-R1,6,2,20,1920,32149,850180.305,26.445,3570757.281,111.069
1-00517-7501,736-R1,6,2,38,1950,20826,550743.57,26.445,2335152.737,112.1268
1-00228-7501,1432-R1,6,1,11,2003,25300,960768.006,37.97502,4603122.48,181.9416
1-00231-7501,1354-R1,6,1,16,1910,44653,1322550.415,29.6184,6329348.416,141.7452
1-00473-7502,1179-R1,6,1,13,1890,78982,2029360.507,25.693962,8772451.758,111.069
1-00473-7503,1663-R1,6,1,18,1874,27023,783227.0656,28.98372,3744625.751,138.5718
1-00474-7504,1185-R1,6,1,13,1894,35452,975029.2656,27.5028,4237627.193,119.5314
1-00474-7505,1205-R1,6,1,14,1920,36407,1001294.44,27.5028,4351779.68,119.5314
1-00474-7506,1654-R1,6,1,41,2005,117311,4839571.456,41.2542,24197857.28,206.271
1-00475-7505,1010-R1,6,1,14,1900,55210,1518429.588,27.5028,6599328.594,119.5314
1-00482-7502,1484-R1,6,1,52,2005,73057,2357030.685,32.2629,11282835.41,154.4388
1-00498-7501,131-R1,6,1,14,1900,18031,486366.3909,26.9739,2117124.29,117.4158
1-00499-7502,685-R1,6,1,19,1988,34876,940741.7364,26.9739,4094993.441,117.4158
1-00499-7505,1658-R1,6,1,14,2005,42823,1952351.101,45.59118,9784404.59,228.4848
1-00500-7501,123-R1,6,1,15,1907,20752,555372.0797,26.76234,2414661.216,116.358
1-00500-7502,284-R1,6,1,29,1900,36223,919600.5456,25.3872,3984935.698,110.0112
1-00500-7505,1241-R1,6,1,12,1879,34968,1553544.317,44.4276,7804710.734,223.1958
1-00501-7501,1199-R1,6,1,15,1920,31967,953574.3313,29.82996,4564983.501,142.803
1-00502-7501,135-R1,6,1,35,1900,34821,957674.9988,27.5028,4162202.879,119.5314
1-00512-7501,75-R1,6,1,21,1900,107781,3306311.512,30.6762,15847493.11,147.0342
1-00513-7503,1390-R1,6,1,32,2003,56800,2523487.68,44.4276,12677521.44,223.1958
1-00514-7505,1404-R1,6,1,15,2003,41314,1616972.12,39.1386,8128562.551,196.7508
1-00515-7501,1633-R1,6,1,16,2006,38591,1714505.512,44.4276,8613349.118,223.1958
1-00520-7501,66-R1,6,1,38,1900,33383,953438.5098,28.5606,4555317.325,136.4562
1-00594-7503,1399-R1,6,1,104,2003,196695,9362878.695,47.601,47022457.45,239.0628
1-00594-7504,1379-R1,6,1,22,1915,65085,3098111.085,47.601,15559402.34,239.0628
1-00594-7505,1585-R1,6,1,64,2005,94226,3986890.512,42.312,20034124.82,212.6178
1-00594-7506,1580-R1,6,1,13,2005,29579,1426763.179,48.23568,7165104.56,242.2362
1-00594-7508,1882-R1,6,1,21,2007,40000,1565544,39.1386,7870032,196.7508
1-00595-7502,1103-R1,6,1,12,1920,24850,1046195.934,42.10044,5257266,211.56
1-00595-7503,1238-R1,6,1,12,1920,31613,846037.8544,26.76234,3678425.454,116.358
1-00595-7504,1616-R1,6,1,40,2005,68865,3278042.865,47.601,16390214.33,238.005
1-00597-7502,1342-R1,6,1,14,1920,31930,1013266.62,31.734,4863679.776,152.3232
1-00518-7502,670-R1,6,0,27,1900,13020,344313.9,26.445,1487436.048,114.2424
1-00518-7504,1093-R1,6,0,15,1920,6013,159013.785,26.445,693300.1026,115.3002
1-00143-7501,328-R1,7,2,13,1915,19882,703184.5878,35.3679,3221039.08,162.0078
1-00189-7501,229-R1,7,2,24,1915,52735,1528200.182,28.97886,6979181.934,132.3444
1-00189-7508,1061-R1,7,2,11,1915,18315,574628.5463,31.37475,2632843.521,143.7534
1-00225-7501,1321-R1,7,2,38,1910,73919,2192688.865,29.6634,10035768.26,135.7671
1-00016-7501,308-R1,7,1,239,1985,219495,8764764.593,39.9315,42070870.04,191.6712
1-00016-7502,313-R1,7,1,133,1986,139719,5579189.249,39.9315,26620702.99,190.5303
1-00016-7503,385-R1,7,1,109,1985,105000,4192807.5,39.9315,20125476,191.6712
1-00016-7504,360-R1,7,1,107,1986,87479,3493167.689,39.9315,16767204.9,191.6712
1-00016-7505,371-R1,7,1,247,1987,255845,10216274.62,39.9315,49038118.16,191.6712
1-00016-7506,398-R1,7,1,121,1985,106129,4237890.164,39.9315,20341872.78,191.6712
1-00016-7507,450-R1,7,1,154,1986,126008,5031688.452,39.9315,24008342.04,190.5303
1-00016-7508,498-R1,7,1,546,1987,586224,23408803.66,39.9315,112362257.5,191.6712
1-00016-7509,621-R1,7,1,182,1988,208281,8316972.752,39.9315,39921469.21,191.6712
1-00016-7510,779-R1,7,1,293,1988,341489,13636168,39.9315,65453606.42,191.6712
1-00016-7511,780-R1,7,1,163,1990,156260,6239696.19,39.9315,29950541.71,191.6712
1-00016-7513,1217-R1,7,1,117,2003,267723,10690580.97,39.9315,51314788.68,191.6712
1-00016-7514,1623-R1,7,1,234,2006,431824,17982382.06,41.64285,88680240.29,205.362
1-00016-7515,1848-R1,7,1,304,1985,257848,10296257.41,39.9315,49422035.58,191.6712
1-00132-7501,401-R1,7,1,128,1987,115909,4628420.234,39.9315,22084176.54,190.5303
1-00132-7501,401-R2,7,1,133,1987,138016,5511185.904,39.9315,26296229.88,190.5303
1-00132-7503,1042-R1,7,1,11,2001,54500,2176266.75,39.9315,10446080.4,191.6712
1-00137-7503,1593-R1,7,1,12,1920,30062,1063229.81,35.3679,5076064.898,168.8532
1-00140-7501,499-R1,7,1,83,1987,89377,3568957.676,39.9315,17130996.84,191.6712
1-00140-7502,594-R1,7,1,80,1988,66551,2657481.257,39.9315,12755910.03,191.6712
1-00141-7504,996-R1,7,1,30,1910,90000,3593835,39.9315,17250408,191.6712
1-00142-7501,1507-R2,7,1,220,2006,535060,21976198.34,41.0724,110491441.7,206.5029
1-00142-7502,1629-R1,7,1,311,2005,314373,12912053.61,41.0724,64918936.18,206.5029
1-00144-7502,1597-R1,7,1,12,1910,27928,987754.7112,35.3679,4747595.225,169.9941
1-00179-7506,1196-R1,7,1,31,1915,88615,2578071.764,29.09295,11222194.74,126.6399
1-00180-7502,198-R1,7,1,20,1915,20750,710210.25,34.227,3409009.2,164.2896
1-00188-7502,1063-R1,7,1,36,1915,86451,3353486.161,38.7906,16077007.18,185.9667
1-00188-7503,1155-R1,7,1,46,1910,83020,3220395.612,38.7906,15438955.43,185.9667
1-00189-7502,430-R1,7,1,14,1921,40581,1319517.593,32.51565,6342944.217,156.3033
1-00189-7507,1052-R1,7,1,13,1915,53468,1891050.877,35.3679,9089244.539,169.9941
1-00190-7503,956-R1,7,1,23,1915,86900,3172614.72,36.5088,14871631.5,171.135
1-00190-7504,1045-R1,7,1,57,1905,150010,5562258.293,37.07925,26698839.8,177.9804
1-00190-7505,1181-R1,7,1,33,1924,119996,5065427.147,42.2133,25464039.17,212.2074
1-00190-7506,2009-R1,7,1,26,2000,68033,2910706.864,42.78375,14592343.74,214.4892
1-00193-7501,120-R1,7,1,64,1915,119640,4367912.832,36.5088,20884083.23,174.5577
1-00193-7509,1624-R1,7,1,15,2005,34587,1657332.949,47.9178,8326125.051,240.7299
1-00212-7501,44-R1,7,1,50,1915,122640,4337519.256,35.3679,20708156.45,168.8532
1-00212-7503,1844-R1,7,1,34,1890,67451,2462555.069,36.5088,11774091.42,174.5577
1-00214-7503,1388-R1,7,1,35,2004,138798,5304880.38,38.22015,25495096.75,183.6849
1-00215-7502,1393-R1,7,1,24,1930,66444,2122566.869,31.9452,10157998.59,152.8806
1-00217-7501,1243-R1,7,1,33,1853,100894,3798628.832,37.6497,18302484.37,181.4031
1-00218-7501,1457-R1,7,1,65,2004,163128,7072283.938,43.3542,35547532.42,217.9119
1-00219-7501,944-R1,7,1,28,1920,88897,2839832.444,31.9452,13590626.7,152.8806
1-00219-7502,1003-R1,7,1,16,1930,37785,1207049.382,31.9452,5776593.471,152.8806
1-00219-7504,1191-R1,7,1,12,1915,51647,1708797.807,33.0861,8190444.66,158.5851
1-00220-7502,2002-R1,7,1,31,1920,94924,3606349.76,37.99197,17219507.86,181.4031
1-00220-7503,1392-R1,7,1,33,1900,73257,2131262.238,29.09295,9277259.154,126.6399
1-00222-7501,136-R1,7,1,20,1962,36435,1205492.054,33.0861,5778048.119,158.5851
1-00222-7502,1064-R1,7,1,27,1920,88496,3129917.678,35.3679,14942832.79,168.8532
1-01381-7502,582-R1,8,2,35,1941,77739,2974642.411,38.26448,14147689.51,181.9896
1-01382-7501,805-R1,8,2,84,1955,96152,3791377.204,39.43108,17386493.1,180.823
1-01385-7502,1510-R1,8,2,62,1928,273875,10511634.72,38.38114,49842401.7,181.9896
1-01389-7501,50-R1,8,2,72,1912,82280,3205994.123,38.96444,15262067.83,185.4894
1-01395-7501,87-R1,8,2,166,1963,165925,6774883.675,40.831,32132305.43,193.6556
1-01397-7504,770-R1,8,2,74,1960,104981,4102772.959,39.0811,19472862.7,185.4894
1-01398-7502,543-R1,8,2,52,1962,90629,3446726,38.03116,16282079.88,179.6564
1-01402-7501,478-R1,8,2,164,1965,129320,5280264.92,40.831,25043542.19,193.6556
1-01409-7502,573-R1,8,2,55,1929,117892,4951181.059,41.9976,23380577.22,198.322
1-01409-7503,639-R1,8,2,32,1925,53255,2217944.003,41.64762,10561638.11,198.322
1-01410-7501,237-R1,8,2,81,1961,123370,4893397.028,39.6644,22452056.95,181.9896
1-01410-7502,721-R1,8,2,30,1925,45621,1724375.259,37.79784,7929997.331,173.8234
1-01412-7501,712-R1,8,2,36,1927,54967,1923735.066,34.998,8849181.304,160.9908
1-01424-7501,466-R1,8,2,204,1957,206511,8191134.908,39.6644,39028348.68,188.9892
1-01425-7501,465-R1,8,2,88,1957,89223,3445297.965,38.61446,15717220.32,176.1566
1-01430-7501,784-R1,8,2,295,1957,239536,9501051.718,39.6644,45269717.01,188.9892
1-01433-7501,423-R1,8,2,218,1931,233483,9914678.148,42.46424,47121959.33,201.8218
1-01439-7502,802-R1,8,2,56,1910,30899,1225590.296,39.6644,5803530.517,187.8226
1-01444-7501,377-R1,8,2,198,1963,206278,8422537.018,40.831,39946889.86,193.6556
1-01445-7501,325-R1,8,2,284,1961,277477,11038329.19,39.78106,52440156.25,188.9892
1-01447-7501,406-R1,8,2,177,1961,175387,7775046.02,44.3308,37033771.83,211.1546
1-01448-7501,682-R1,8,2,121,1957,119227,4311796.764,36.1646,18777179.46,157.491
1-01449-7502,380-R1,8,2,149,1987,148594,7003330.32,47.13064,33283154,223.9872
1-01450-7501,707-R1,8,2,125,1961,91143,3508804.985,38.4978,16055440.99,176.1566
1-01458-7501,480-R1,8,2,16,1910,12000,431175.36,35.93128,1721901.6,143.4918
1-01458-7502,645-R1,8,2,238,1958,304510,11545344.4,37.9145,54707170.36,179.6564
1-01458-7503,720-R1,8,2,495,1956,456286,17299855.55,37.9145,79313183.89,173.8234
1-01458-7504,1197-R1,8,2,16,1910,4267,233462.6752,54.71354,1110067.731,260.1518
1-01469-7501,649-R1,8,2,251,1962,273109,10673400.14,39.0811,50658824.54,185.4894
1-01473-7503,673-R1,8,2,36,1910,21145,740032.71,34.998,3404150.466,160.9908
1-01493-7503,180-R1,8,2,17,1910,22751,793585.3663,34.88134,3636160.374,159.8242
1-01495-7501,365-R1,8,2,56,1938,83594,3422978.69,40.94766,16188446.23,193.6556
1-01501-7501,810-R1,8,2,251,1969,487413,17058480.17,34.998,77900392.79,159.8242
1-01511-7501,522-R1,8,2,32,1916,48138,1634191.712,33.94806,7468986.176,155.1578
1-01514-7501,611-R1,8,2,16,1920,15101,512649.6541,33.94806,2343037.938,155.1578
1-01516-7502,1260-R1,8,2,198,1972,295573,10723760.86,36.28126,48963795.58,165.6572
1-01524-7502,929-R1,8,2,112,1985,104951,4407690.118,41.9976,21058963.9,200.6552
1-01548-7501,585-R1,8,2,27,1925,16350,535976.871,32.78146,2460534.39,150.4914
1-01373-7501,1518-R1,8,1,230,2004,184076,8374979.402,45.4974,42089640.07,228.6536
1-01373-7502,1714-R1,8,1,216,2006,185948,7006740.059,37.68118,33406748.27,179.6564
1-01374-7502,1304-R1,8,1,126,2002,220037,13604843.7,61.8298,68794304.01,312.6488
1-01375-7501,98-R1,8,1,36,1928,78349,3473273.849,44.3308,17366369.25,221.654
1-01376-7501,244-R1,8,1,13,1910,33255,1284123.867,38.61446,6129654.714,184.3228
1-01377-7501,14-R1,8,1,16,1925,58566,2685097.657,45.84738,13391326.74,228.6536
1-01377-7502,111-R1,8,1,68,1901,85219,3787768.094,44.44746,18988548.71,222.8206
1-01377-7503,379-R1,8,1,15,1910,24508,1003545.251,40.94766,4803293.51,195.9888
1-01379-7502,1015-R1,8,1,66,1925,185696,10615014.73,57.1634,53291706.59,286.9836
1-01379-7504,1160-R1,8,1,18,1951,56729,3838442.981,67.6628,19258394.96,339.4806
1-01381-7501,400-R1,8,1,27,1934,25652,1119218.308,43.63084,5626017.162,219.3208
1-01381-7503,598-R1,8,1,46,1941,62196,2394409.169,38.4978,11464140.87,184.3228
1-01381-7504,653-R1,8,1,19,1941,43682,1691852.784,38.73112,8102547.971,185.4894
1-01384-7501,897-R1,8,1,12,1927,56415,2639130.934,46.78066,13162747.8,233.32
1-01384-7502,1095-R1,8,1,48,1926,123994,7377221.42,59.4966,37030758.5,298.6496
1-01386-7501,193-R1,8,1,48,1928,92781,3441978.404,37.09788,16452223.82,177.3232
1-01386-7502,375-R1,8,1,16,1986,42830,1998619.12,46.664,10043061.08,234.4866
1-01388-7501,104-R1,8,1,98,1959,153046,7177447.237,46.89732,35887236.18,234.4866
1-01390-7501,23-R1,8,1,15,1928,24277,1138526.238,46.89732,5692631.188,234.4866
1-01390-7502,94-R1,8,1,30,1982,42054,1982031.935,47.13064,9959219.869,236.8198
1-01391-7501,946-R1,8,1,12,1910,9445,361408.0136,38.26448,1729910.309,183.1562
1-01392-7501,460-R1,8,1,111,1958,176897,7222881.407,40.831,34669830.75,195.9888
1-01393-7501,637-R1,8,1,13,1910,14977,683161.7766,45.61406,3424544.967,228.6536
1-01394-7501,1101-R1,8,1,44,1998,158497,9614935.21,60.6632,48629383.85,306.8158
1-01395-7502,624-R1,8,1,27,1912,50302,2053880.962,40.831,9858628.618,195.9888
1-01395-7503,667-R1,8,1,48,1915,100093,3911744.542,39.0811,18682959.01,186.656
1-01397-7502,230-R1,8,1,12,1915,4777,198393.3959,41.53096,1577116.041,330.1478
1-01397-7503,733-R1,8,1,157,1959,204524,8350919.444,40.831,39845815.63,194.8222
1-01397-7505,1729-R1,8,1,86,1927,128842,6072405.919,47.13064,30512336.67,236.8198
1-01398-7501,345-R1,8,1,205,1987,216171,11373547.5,52.61366,56993830.02,263.6516
1-01400-7501,1151-R1,8,1,93,2000,180846,10759722.12,59.4966,54431535.45,300.9828
1-01404-7501,151-R1,8,1,76,1969,106669,4604282.05,43.1642,23145850.3,216.9876
1-01404-7503,332-R1,8,1,97,1986,165624,8520867.865,51.44706,42700947.81,257.8186
1-01405-7501,103-R1,8,1,21,1982,34906,1714368.397,49.11386,8592202.656,246.1526
1-01407-7501,161-R1,8,1,138,1924,108820,4430534.479,40.71434,21200551.8,194.8222
1-01409-7501,299-R1,8,1,19,1986,41754,1899698.44,45.4974,9547202.414,228.6536
1-01410-7503,968-R1,8,1,73,1996,155731,8629599.769,55.4135,43238836.73,277.6508
1-01410-7504,1782-R1,8,1,38,1920,55758,2101027.234,37.68118,10082328.83,180.823
1-01411-7501,1077-R1,8,1,20,1999,68979,3701661.464,53.6636,18588778.22,269.4846
1-01411-7502,1760-R1,8,1,56,1942,79883,3615830.503,45.26408,18079152.51,226.3204
1-01412-7502,1158-R1,8,1,71,2000,165787,9573652.153,57.7467,47964964.32,289.3168
1-01412-7503,1407-R1,8,1,57,1942,87546,2757541.417,31.4982,13174920.1,150.4914
1-01413-7501,257-R1,8,1,66,1985,97000,4413247.8,45.4974,22179399.2,228.6536
1-01413-7502,1366-R1,8,1,14,1900,9285,327122.8062,35.23132,1559790.864,167.9904
1-01414-7501,139-R1,8,1,137,1965,102271,4295136.55,41.9976,21594992.1,211.1546
1-01414-7502,1465-R1,8,1,62,2003,82086,3265468.091,39.78106,15609129,190.1558
1-01414-7503,1938-R1,8,1,42,2006,37492,1837003.022,48.9972,4286340.386,114.3268
1-01415-7501,307-R1,8,1,219,1986,254167,12838935.92,50.51378,64342935.22,253.1522
1-01419-7501,197-R1,8,1,88,1963,124765,5487267.007,43.98082,27509110.46,220.4874
1-01419-7502,529-R1,8,1,295,1987,318183,15293122.26,48.06392,76465611.29,240.3196
1-01419-7503,833-R1,8,1,287,1978,307730,13641917.08,44.3308,68209585.42,221.654
1-01420-7501,1951-R1,8,1,582,1951,925645,34555438.62,37.3312,165218190.9,178.4898
1-01423-7501,765-R1,8,1,283,1991,408657,23312549.63,57.04674,116801117.8,285.817
1-01432-7501,356-R1,8,1,30,1930,18869,728616.2457,38.61446,3477986.913,184.3228
1-01435-7501,553-R1,8,1,157,1986,112099,5754086.51,51.3304,28770432.55,256.652
1-01436-7501,272-R1,8,1,110,1986,112573,5778417.119,51.3304,28892085.6,256.652
1-01436-7502,546-R1,8,1,93,1977,66688,2917433.28,43.7475,14548267.29,218.1542
1-01438-7501,1-R1,8,1,306,1965,504238,22176800.72,43.98082,111178125.6,220.4874
1-01439-7501,427-R1,8,1,127,1987,149981,7576107.238,50.51378,37968020.11,253.1522
1-01441-7501,693-R1,8,1,204,1956,203938,9040734.69,44.3308,45441587.52,222.8206
1-01443-7501,175-R1,8,1,20,1984,22283,933232.986,41.88094,4471199.822,200.6552
1-01446-7501,514-R1,8,1,36,1988,70776,3443055.643,48.64722,17256561.85,243.8194
1-01446-7502,950-R1,8,1,75,1996,125555,6181137.939,49.23052,31052162.16,247.3192
1-01446-7503,1521-R1,8,1,13,2005,33133,1658211.89,50.04714,8310385.927,250.819
1-01449-7501,196-R1,8,1,197,1985,238634,11664558.78,48.88054,58461989.12,244.986
1-01451-7501,1254-R1,8,1,86,2000,187530,10041657.66,53.54694,50317674.54,268.318
1-01455-7501,1144-R1,8,1,218,1999,310519,17025818.87,54.8302,85491345.83,275.3176
1-01457-7501,269-R1,8,1,54,1985,55942,2610477.488,46.664,13052387.44,233.32
1-01460-7501,352-R1,8,1,158,1959,142140,5836882.445,41.06432,28023668.56,197.1554
1-01461-7501,1974-R1,8,1,128,2005,246580,0,0,18122594.36,73.4958
1-01464-7501,134-R1,8,1,216,1984,248163,11609228.93,46.78066,58190898.12,234.4866
1-01466-7501,741-R1,8,1,205,1990,322581,16181888.77,50.1638,81285766.83,251.9856
1-01467-7501,687-R1,8,1,28,1910,19747,792467.6469,40.13104,3801080.283,192.489
1-01469-7502,1944-R1,8,1,11,2007,33480,1952888.4,58.33,9803499.768,292.8166
1-01470-7501,1203-R1,8,1,181,1999,200000,11082700,55.4135,55530160,277.6508
1-01471-7501,1300-R1,8,1,26,1900,24989,991173.6916,39.6644,4751803.286,190.1558
1-01473-7501,246-R1,8,1,208,1986,205982,9563884.328,46.43068,48059720.24,233.32
1-01473-7502,593-R1,8,1,120,1959,141945,5547366.74,39.0811,26660478.96,187.8226
1-01473-7504,1458-R1,8,1,53,2004,108075,5068427.859,46.89732,25468219.59,235.6532
1-01483-7501,610-R1,8,1,147,1989,233223,9903637.446,42.46424,49790265.18,213.4878
1-01484-7501,1798-R1,8,1,358,1985,470423,26232423.55,55.76348,131710913.2,279.984
1-01487-7501,239-R1,8,1,95,1956,50038,1821279.121,36.39792,8697775.289,173.8234
1-01487-7502,419-R1,8,1,209,1986,317169,15503391.99,48.88054,77701964.63,244.986
1-01491-7501,26-R1,8,1,126,1973,199534,7914396.39,39.6644,37942547.4,190.1558
1-01491-7502,35-R1,8,1,13,1926,50888,2137173.869,41.9976,10685869.34,209.988
1-01492-7501,531-R1,8,1,50,1987,101117,4423615.958,43.7475,22177061.33,219.3208
1-01493-7501,51-R1,8,1,32,1981,50384,2057229.104,40.831,9874699.699,195.9888
