 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-01674-7501,1471-R1,3,2,233,2003,315656,8906467.625,28.21574,41425430.82,131.236
1-01676-7501,342-R1,3,0,12,1900,6092,126547.8001,20.772784,525378.9536,86.2408
1-01676-7504,1905-R1,3,1,38,2007,32660,881725.9392,26.99712,3643242.596,111.5506
1-01677-7503,574-R1,3,1,36,1929,33280,811113.472,24.3724,3369240.576,101.2392
1-01680-7501,458-R1,3,1,33,1926,46998,881118.504,18.748,3304194.39,70.305
1-01680-7502,1883-R1,3,1,28,2007,25174,974601.8439,38.71462,4790415.843,190.2922
1-01681-7501,1573-R1,3,1,31,2006,32483,1181443.091,36.37112,5815866.762,179.0434
1-01681-7502,1942-R1,3,1,35,2007,38481,693666.2792,18.026202,2597190.437,67.4928
1-01683-7501,1479-R1,3,1,20,2004,22295,773275.321,34.6838,3594685.276,161.2328
1-01710-7503,1958-R1,3,1,15,2007,21472,666231.9277,31.02794,3099689.331,144.3596
1-01783-7501,1923-R1,3,1,28,2006,35526,1165572.534,32.809,5428237.801,152.7962
1-01785-7501,1901-R1,3,0,11,1900,14440,271804.0045,18.822992,1015204.2,70.305
1-01788-7501,1820-R1,3,1,11,2006,16737,440868.3128,26.34094,1835643.865,109.6758
1-01788-7502,1876-R1,3,0,16,1900,12090,187450.5656,15.504596,634657.296,52.4944
1-01795-7501,1956-R1,3,1,20,2008,16136,529406.024,32.809,2465519.483,152.7962
1-01807-7501,1732-R1,3,1,12,2006,9745,281356.8604,28.87192,1315434.672,134.9856
1-02066-7501,561-R1,3,0,38,1926,25050,657492.36,26.2472,2723896.92,108.7384
1-02067-7501,1823-R2,3,1,20,1920,17565,419868.4905,23.9037,1745335.686,99.3644
1-02079-7501,1490-R1,3,1,12,2005,12000,449952,37.496,2216013.6,184.6678
1-02090-7501,1832-R1,3,1,54,1908,30886,579340.2534,18.757374,2171440.23,70.305
1-02090-7502,2015-R1,3,1,64,1907,43135,646955.984,14.9984,2183476.446,50.6196
1-02092-7501,1897-R1,3,1,25,1926,24132,384562.7256,15.9358,1425144.218,59.0562
1-02093-7501,1896-R1,3,1,35,1920,30441,570993.2219,18.757374,2140154.505,70.305
1-02094-7501,1673-R1,3,1,50,1913,86020,1853802.053,21.550826,7660339.06,89.053
1-02094-7502,2100-R1,3,1,36,1920,38578,397793.1892,10.3114,1030645.99,26.7159
1-02095-7501,1710-R1,3,1,49,2005,67805,1906812.21,28.122,8898456.98,131.236
1-02096-7501,1680-R1,3,1,74,1912,107100,1104350.94,10.3114,12951024.66,120.9246
1-01988-7501,1273-R1,3,1,13,2002,21862,696776.9192,31.8716,3237963.33,148.1092
1-01988-7502,1565-R1,3,1,29,2006,31308,997836.0528,31.8716,4637002.834,148.1092
1-01314-7501,319-R1,4,1,364,1986,351161,17135480.41,48.79665,84317443.29,240.1105
1-01319-7501,482-R1,4,1,101,1970,60900,2324811.825,38.17425,10849121.85,178.1465
1-01319-7502,1614-R1,4,1,18,2001,11861,608962.7176,51.3416,2992316.802,252.282
1-01320-7501,85-R1,4,1,231,1982,350000,17040100,48.686,83651400,239.004
1-01320-7502,238-R1,4,1,48,1985,77029,3494536.129,45.3665,17131750.29,222.4065
1-01320-7503,240-R1,4,1,92,1957,63927,2546468.118,39.834,11812782.66,184.7855
1-01320-7504,451-R1,4,1,129,1956,81745,3075328.645,37.621,14291233.12,174.827
1-01320-7505,620-R1,4,1,173,1988,164753,8385762.947,50.899,41199617.96,250.069
1-01320-7506,1828-R1,4,1,261,1979,207246,9356162.119,45.1452,45863539.8,221.3
1-01322-7501,201-R1,4,1,162,1959,170631,6740274.294,39.50205,31341331.45,183.679
1-01323-7501,185-R1,4,1,174,1985,193134,9296070.539,48.13275,45518690.22,235.6845
1-01324-7501,518-R1,4,1,16,1980,19082,846680.7433,44.37065,4159503.901,217.9805
1-01325-7501,227-R1,4,1,25,1984,46800,1967799.6,42.047,9165803.4,195.8505
1-01325-7502,424-R1,4,1,27,1901,15410,641123.804,41.6044,2983953.875,193.6375
1-01325-7503,1931-R1,4,1,73,1958,65985,2818278.737,42.7109,13799344.07,209.1285
1-01326-7501,1840-R1,4,1,135,2006,197233,8860475.569,44.9239,43429424.59,220.1935
1-01327-7501,795-R1,4,2,146,1957,126021,4754980.265,37.73165,22171315.6,175.9335
1-01327-7502,896-R1,4,1,177,1990,237531,11354171.82,47.8008,55719546.92,234.578
1-01329-7501,2007-R1,4,1,40,2000,54638,3325132.085,60.8575,16262918.74,297.6485
1-01330-7501,1563-R1,4,1,38,2004,70308,3819773.878,54.32915,18670992.48,265.56
1-01331-7501,541-R1,4,1,115,1963,128436,4974005.19,38.7275,23306767.18,181.466
1-01331-7502,563-R1,4,2,260,1964,305093,10465147.54,34.3015,48612298.25,159.336
1-01331-7503,1538-R1,4,1,67,2005,104916,5224029.93,49.7925,25655791.43,244.5365
1-01336-7501,168-R1,4,1,79,1983,127399,5920613.727,46.473,29039200.66,227.939
1-01338-7501,247-R1,4,1,113,1980,86845,3651571.715,42.047,17008636.67,195.8505
1-01338-7502,614-R1,4,1,166,1977,122021,5252131.6,43.04285,25788101.17,211.3415
1-01340-7501,1165-R1,4,1,370,2000,825532,56633971.8,68.603,279516054.3,338.589
1-01341-7501,176-R1,4,1,141,1962,89872,3132466.092,34.85475,14618175.1,162.6555
1-01341-7502,259-R1,4,1,126,1962,82112,2852907.539,34.7441,13265111.49,161.549
1-01341-7503,336-R1,4,1,237,1984,438326,21146336.55,48.2434,103791651.9,236.791
1-01341-7505,1792-R1,4,1,81,1930,78000,2433857.4,31.2033,10097919,129.4605
1-01342-7501,61-R1,4,1,85,1982,119419,5814033.434,48.686,28541618.68,239.004
1-01342-7502,105-R1,4,1,20,1982,33376,1547389.794,46.36235,7607692.064,227.939
1-01342-7503,1357-R1,4,0,15,1920,10550,541653.88,51.3416,2661575.1,252.282
1-01343-7501,60-R1,4,1,115,1931,93015,2706824.864,29.10095,11218399.63,120.6085
1-01343-7504,1809-R1,4,1,23,1900,35615,1698484.692,47.69015,8354495.47,234.578
1-01344-7501,145-R1,4,1,97,1963,67540,2324196.611,34.41215,10836286.45,160.4425
1-01344-7502,1212-R1,4,1,64,2000,158085,8693576.309,54.99305,43730263.13,276.625
1-01345-7501,1594-R1,4,1,85,2006,166692,9074679.142,54.4398,44635616.92,267.773
1-01346-7501,323-R1,4,1,90,1959,65000,2193636.25,33.74825,10212995,157.123
1-01346-7503,475-R1,4,1,59,1941,53435,2140354.956,40.0553,9992264.848,186.9985
1-01347-7501,1396-R1,4,1,118,2003,219278,10190506.49,46.473,49982008.04,227.939
1-01349-7501,510-R1,4,2,174,1960,198115,7694420.087,38.83815,35951136.59,181.466
1-01349-7502,1632-R1,4,1,14,2005,41406,2565681.384,61.964,12507696.75,302.0745
1-01350-7501,178-R1,4,2,115,1958,95347,3544848.905,37.1784,16458227.06,172.614
1-01362-7502,1279-R1,4,1,113,2002,172926,9567130.95,55.325,47070284.27,272.199
1-01365-7501,283-R1,4,1,189,1958,196802,7643425.596,38.83815,35495110.32,180.3595
1-01365-7502,575-R1,4,1,228,1972,242825,9860771.154,40.60855,45945282.49,189.2115
1-01366-7501,59-R1,4,1,106,1983,174032,8858054.768,50.899,43520008.21,250.069
1-01368-7501,91-R1,4,1,60,1929,97636,3435488.641,35.1867,15881032.4,162.6555
1-01369-7501,278-R1,4,1,75,1986,85992,3539585.506,41.1618,16460975.6,191.4245
1-01370-7501,37-R1,4,1,75,1981,61175,2599301.28,42.4896,12725745.85,208.022
1-01003-7501,347-R1,5,1,445,1927,328716,14452985.09,43.968,70819626.93,215.4432
1-01006-7501,130-R1,5,1,212,1968,223307,9327444.067,41.7696,43446252.63,194.5584
1-01008-7501,84-R1,5,1,50,1982,96492,4454688.269,46.1664,21849185.32,226.4352
1-01008-7502,534-R1,5,1,65,1926,74422,2863163.184,38.472,13334159.97,179.1696
1-01008-7503,540-R1,5,1,340,1987,494266,23905076.24,48.3648,117352192.4,237.4272
1-01009-7501,364-R1,5,1,247,1986,399221,19308243.82,48.3648,94785924.21,237.4272
1-01010-7501,165-R1,5,2,38,1916,43765,1587514.104,36.2736,7408399.152,169.2768
1-01010-7502,513-R1,5,1,33,1923,32796,1081480.896,32.976,5046910.848,153.888
1-01010-7504,1153-R1,5,1,35,1922,88288,3202523.597,36.2736,14945110.12,169.2768
1-01010-7505,1524-R1,5,1,103,1926,121921,5092591.402,41.7696,23720754.69,194.5584
1-01011-7501,11-R1,5,1,161,1930,174064,9757888.589,56.0592,48024118.35,275.8992
1-01011-7502,496-R1,5,1,420,1930,340000,14949120,43.968,73250688,215.4432
1-01011-7503,696-R1,5,1,79,1950,78236,3439880.448,43.968,16941411.21,216.5424
1-01011-7504,767-R1,5,2,34,1912,35328,1359138.816,38.472,6329703.629,179.1696
1-01011-7505,1018-R1,5,1,80,1918,87821,3861313.728,43.968,18920437.27,215.4432
1-01018-7502,1875-R1,5,1,218,2006,293691,15818432.21,53.8608,77478035.33,263.808
1-01020-7502,1519-R1,5,1,137,2005,165323,8904429.038,53.8608,43795253.03,264.9072
1-01025-7501,606-R1,5,2,129,1916,128513,4661629.157,36.2736,21754269.4,169.2768
1-01027-7504,1278-R1,5,1,108,2002,210177,10858248.24,51.6624,53367134.99,253.9152
1-01032-7501,1531-R1,5,1,528,2004,604403,31224909.55,51.6624,152802748.8,252.816
1-01038-7501,2011-R1,5,1,122,2007,125813,5946626.933,47.2656,29179960.07,231.9312
1-01040-7501,633-R1,5,1,704,1989,551052,25440087.05,46.1664,125383286.2,227.5344
1-01042-7502,1626-R1,5,1,215,2005,249339,12333304.3,49.464,60570227.76,242.9232
1-01043-7501,288-R1,5,1,65,1942,54785,1806590.16,32.976,8430754.08,153.888
1-01043-7502,280-R1,5,1,65,1947,54655,1802303.28,32.976,8410748.64,153.888
1-01043-7503,1461-R1,5,1,66,2005,56935,2816232.84,49.464,13830832.39,242.9232
1-01047-7501,115-R1,5,1,576,1931,609127,25442991.14,41.7696,118510774.5,194.5584
1-01047-7503,1750-R1,5,1,595,1978,706825,29523797.52,41.7696,137518741.1,194.5584
1-01048-7501,58-R1,5,1,261,1982,263995,12768065.38,48.3648,62679593.66,237.4272
1-01048-7503,538-R1,5,1,296,1987,314941,15232058.48,48.3648,74775559.8,237.4272
1-01048-7503,538-R2,5,1,20,1987,15764,762422.7072,48.3648,3742802.381,237.4272
1-01048-7504,800-R1,5,2,188,1940,158478,6096965.616,38.472,28394439.87,179.1696
1-01049-7501,1311-R1,5,1,129,1955,377444,25308073.13,67.0512,124051047,328.6608
1-01049-7501,1311-R2,5,1,65,1955,217897,14610255.33,67.0512,71614202.34,328.6608
1-01263-7501,1655-R1,5,1,152,2005,148385,7992134.808,53.8608,39308254.87,264.9072
1-01269-7501,90-R1,5,1,248,1982,503000,24327494.4,48.3648,119978779.2,238.5264
1-01270-7501,1599-R1,5,1,35,1925,44350,1608734.16,36.2736,7507426.08,169.2768
1-01271-7501,7-R2,5,1,183,1963,141738,5452944.336,38.472,25395140.76,179.1696
1-01273-7501,141-R1,5,1,168,1969,206973,8645179.421,41.7696,40268335.72,194.5584
1-01274-7502,702-R1,5,1,88,1901,68219,2624521.368,38.472,12222770.94,179.1696
1-01274-7503,1150-R1,5,1,11,1931,84843,4476452.429,52.7616,22009224.44,259.4112
1-01274-7504,1508-R1,5,1,164,1907,395521,27389671.04,69.2496,133905058.4,338.5536
1-00228-7501,1432-R1,6,1,11,2003,25300,994955.39,39.3263,4641272.35,183.4495
1-00228-7502,2024-R1,6,1,67,2007,146294,6428158.36,43.94,31497975.96,215.306
1-00231-7501,1354-R1,6,1,16,1910,44653,1373436.974,30.758,5689953.178,127.426
1-00473-7502,1179-R1,6,1,13,1890,78982,2103971.88,26.638625,8676172.7,109.85
1-00473-7503,1663-R1,6,1,18,1874,27023,831173.434,30.758,3443432.798,127.426
1-00474-7504,1185-R1,6,1,13,1894,35452,1016438.974,28.67085,4205954.376,118.638
1-00474-7505,1205-R1,6,1,14,1920,36407,1043819.636,28.67085,4319253.666,118.638
1-00474-7506,1654-R1,6,1,41,2005,117311,5025779.207,42.8415,24742297.63,210.912
1-00475-7503,916-R1,6,2,20,1920,32149,882891.9125,27.4625,3672830.356,114.244
1-00475-7505,1010-R1,6,1,14,1900,55210,1588982.447,28.7807,6610652.165,119.7365
1-00482-7502,1484-R1,6,1,52,2005,73057,2568099.664,35.152,11957714.06,163.6765
1-00498-7501,131-R1,6,1,14,1900,18031,505079.8643,28.01175,2079740.618,115.3425
1-00499-7502,685-R1,6,1,19,1988,34876,969275.5358,27.79205,4022685.03,115.3425
1-00499-7505,1658-R1,6,1,14,2005,42823,2022765.817,47.2355,9925664.821,231.7835
1-00500-7501,123-R1,6,1,15,1907,20752,576740.6216,27.79205,2393587.56,115.3425
1-00500-7502,284-R1,6,1,29,1900,36223,954983.172,26.364,3939305.585,108.7515
1-00500-7505,1241-R1,6,1,12,1879,34968,1586429.972,45.36805,7759294.296,221.897
1-00501-7501,1199-R1,6,1,15,1920,31967,990264.1359,30.9777,4108542.692,128.5245
1-00502-7501,135-R1,6,1,35,1900,34821,994522.581,28.561,4131093.798,118.638
1-00512-7501,75-R1,6,1,21,1900,107781,3433525.427,31.8565,15510063.13,143.9035
1-00513-7503,1390-R1,6,1,32,2003,56800,2608102.64,45.9173,12728539.2,224.094
1-00514-7505,1404-R1,6,1,15,2003,41314,1665571.844,40.31495,7760566.359,187.8435
1-00515-7501,1633-R1,6,1,16,2006,38591,1780472.967,46.137,8732795.981,226.291
1-00515-7502,1941-R1,6,1,11,1915,37403,1232615.865,32.955,5752207.37,153.79
1-00517-7501,736-R1,6,2,38,1950,20826,571934.025,27.4625,2379245.544,114.244
1-00518-7502,670-R1,6,0,27,1900,13020,357561.75,27.4625,1487456.88,114.244
1-00518-7504,1093-R1,6,0,15,1920,6013,165132.0125,27.4625,686949.172,114.244
1-00520-7501,66-R1,6,1,38,1900,33383,986455.966,29.54965,4070506.031,121.9335
1-00594-7503,1399-R1,6,1,104,2003,196695,9766339.479,49.6522,47967419.57,243.867
1-00594-7504,1379-R1,6,1,22,1915,65085,3145818.39,48.334,15514604.33,238.3745
1-00594-7505,1585-R1,6,1,64,2005,94226,4160991.892,44.1597,20390930.42,216.4045
1-00594-7506,1580-R1,6,1,13,2005,29579,1478410.183,49.98175,7245834.525,244.9655
1-00594-7508,1882-R1,6,1,21,2007,40000,1674114,41.85285,7777380,194.4345
1-00595-7502,1103-R1,6,1,12,1920,24850,1078260.138,43.39075,5295758.65,213.109
1-00595-7503,1238-R1,6,1,12,1920,31613,882062.7647,27.9019,3646322.453,115.3425
1-00595-7504,1616-R1,6,1,40,2005,68865,3328520.91,48.334,16340011.74,237.276
1-00597-7502,1342-R1,6,1,14,1920,31930,1041730.619,32.62545,4840364.49,151.593
1-00016-7501,308-R1,7,1,239,1985,219495,9368046.6,42.68,45903428.34,209.132
1-00016-7502,313-R1,7,1,133,1986,139719,5963206.92,42.68,29219713.91,209.132
1-00016-7503,385-R1,7,1,109,1985,105000,4481400,42.68,21958860,209.132
1-00016-7504,360-R1,7,1,107,1986,87479,3733603.72,42.68,18387998.32,210.199
1-00016-7505,371-R1,7,1,247,1987,255845,10919464.6,42.68,53505376.54,209.132
1-00016-7506,398-R1,7,1,121,1985,106129,4529585.72,42.68,22194970.03,209.132
1-00016-7507,450-R1,7,1,154,1986,126008,5378021.44,42.68,26352305.06,209.132
1-00016-7508,498-R1,7,1,546,1987,586224,25020040.32,42.68,122598197.6,209.132
1-00016-7509,621-R1,7,1,182,1988,208281,8889433.08,42.68,43558222.09,209.132
1-00016-7510,779-R1,7,1,293,1988,341489,14574750.52,42.68,71416277.55,209.132
1-00016-7511,780-R1,7,1,163,1990,156260,6669176.8,42.68,32678966.32,209.132
1-00016-7513,1217-R1,7,1,117,2003,267723,12283398.96,45.881,60274353.05,225.137
1-00016-7514,1623-R1,7,1,234,2006,431824,19812516.94,45.881,97219559.89,225.137
1-00016-7515,1848-R1,7,1,304,1985,257848,11004952.64,42.68,53924267.94,209.132
1-00016-7516,1858-R1,7,1,256,2006,434398,19930614.64,45.881,97799062.53,225.137
1-00016-7517,1902-R1,7,1,249,2006,438177,23376742.95,53.35,115013575.3,262.482
1-00132-7501,401-R1,7,1,128,1987,115909,4328621.605,37.345,20159009.19,173.921
1-00132-7501,401-R2,7,1,133,1987,138016,5154207.52,37.345,24003880.74,173.921
1-00132-7503,1042-R1,7,1,11,2001,54500,2558666,46.948,12618875.5,231.539
1-00137-7503,1593-R1,7,1,12,1920,30062,1026436.928,34.144,4779346.946,158.983
1-00140-7501,499-R1,7,1,83,1987,89377,3814610.36,42.68,18786956.02,210.199
1-00140-7502,594-R1,7,1,80,1988,66551,2840396.68,42.68,13988953.65,210.199
1-00140-7505,1847-R1,7,1,38,1931,87334,3354673.608,38.412,15561958.13,178.189
1-00141-7504,996-R1,7,1,30,1910,92487,3365111.749,36.3847,15690697.01,169.653
1-00142-7501,1507-R2,7,1,220,2006,535060,34254541.2,64.02,168418160.9,314.765
1-00142-7502,1629-R1,7,1,311,2005,314373,19119851.49,60.819,93922077.48,298.76
1-00143-7501,328-R1,7,2,13,1915,19882,555809.2628,27.9554,2291122.152,115.236
1-00144-7502,1597-R1,7,1,12,1910,27928,953573.632,34.144,4440077.224,158.983
1-00179-7506,1196-R1,7,1,31,1915,88615,2647461.74,29.876,10968055.78,123.772
1-00180-7502,198-R1,7,1,20,1915,20750,653137.375,31.4765,3033214.25,146.179
1-00188-7502,1063-R1,7,1,36,1915,86451,3182390.987,36.8115,14851157.94,171.787
1-00188-7503,1155-R1,7,1,46,1910,83020,3056090.73,36.8115,14173174.4,170.72
1-00188-7505,1986-R1,7,1,25,1930,94532,2824238.032,29.876,11700414.7,123.772
1-00189-7501,229-R1,7,2,24,1915,52735,1519242.615,28.809,6302043.44,119.504
1-00189-7502,430-R1,7,1,14,1921,40581,1212397.956,29.876,5022791.532,123.772
1-00189-7507,1052-R1,7,1,13,1915,53468,1740035.858,32.5435,8101150.552,151.514
1-00189-7508,1061-R1,7,2,11,1915,18315,537407.8875,29.3425,2227799.97,121.638
1-00190-7503,956-R1,7,1,23,1915,86900,2883663.53,33.1837,13444733.5,154.715
1-00190-7504,1045-R1,7,1,57,1905,150010,5201971.775,34.6775,24169161.17,161.117
1-00190-7505,1181-R1,7,1,33,1924,119996,4737322.084,39.479,22150181.64,184.591
1-00190-7506,2009-R1,7,1,26,2000,68033,2685874.807,39.479,12485688.29,183.524
1-00193-7501,120-R1,7,1,64,1915,119640,4212644.04,35.211,19659005.52,164.318
1-00193-7509,1624-R1,7,1,15,2005,34587,1531529.654,44.2805,7528483.116,217.668
1-00212-7501,44-R1,7,1,50,1915,122640,4095820.344,33.3971,19105104.48,155.782
1-00212-7503,1844-R1,7,1,34,1890,67451,2303046.944,34.144,10795532.55,160.05
1-00214-7503,1388-R1,7,1,35,2004,138798,4990884.604,35.9579,22807009.76,164.318
1-00215-7502,1393-R1,7,1,24,1930,66444,2055976.692,30.943,9570925.98,144.045
1-00217-7501,1243-R1,7,1,33,1853,100894,3498751.685,34.6775,16363392.5,162.184
1-00218-7501,1457-R1,7,1,65,2004,163128,6666405.161,40.8661,32722824.29,200.596
1-00219-7501,944-R1,7,1,28,1920,88897,2703313.322,30.4095,11192665.68,125.906
1-00219-7502,1003-R1,7,1,16,1930,37785,1149022.958,30.4095,4757358.21,125.906
1-00219-7504,1191-R1,7,1,12,1915,51647,1598113.121,30.943,7439492.115,144.045
1-00220-7502,2002-R1,7,1,31,1920,94924,3362625.746,35.4244,15699005.74,165.385
1-00220-7503,1392-R1,7,1,33,1900,73257,2071378.304,28.2755,8598174.09,117.37
1-00222-7501,136-R1,7,1,20,1962,36435,1139071.049,31.2631,5287155.72,145.112
1-00222-7502,1064-R1,7,1,27,1920,88496,2927182.192,33.077,13691658.64,154.715
1-00225-7501,1321-R1,7,2,38,1910,73919,2129532.471,28.809,8833616.176,119.504
1-01373-7501,1518-R1,8,1,230,2004,184076,8929213.831,48.5083,43815444.61,238.0291
1-01373-7502,1714-R1,8,1,216,2006,185948,9020021.368,48.5083,44261035.09,238.0291
1-01373-7503,1980-R1,8,1,123,2007,158770,7701662.791,48.5083,37791880.21,238.0291
1-01374-7502,1304-R1,8,1,126,2002,220037,12162963.25,55.2769,59573697.53,270.744
1-01375-7501,98-R1,8,1,36,1928,78349,3358649.262,42.8678,15644234.72,199.6737
1-01376-7501,244-R1,8,1,13,1910,33255,1410562.703,42.41656,6565118.963,197.4175
1-01377-7501,14-R1,8,1,16,1925,58566,2708800.489,46.2521,13279729.22,226.7481
1-01377-7502,111-R1,8,1,68,1901,85219,3778127.268,44.33433,18458026.35,216.5952
1-01377-7503,379-R1,8,1,15,1910,24508,1042309.8,42.52937,4865955.565,198.5456
1-01379-7502,1015-R1,8,1,66,1925,185696,10055215.56,54.1488,49438143.19,266.2316
1-01379-7504,1160-R1,8,1,18,1951,56729,3711767.124,65.4298,18302851.68,322.6366
1-01380-7501,1966-R1,8,1,33,1929,95425,4510490.691,47.26739,22068033.21,231.2605
1-01381-7501,400-R1,8,1,27,1934,25652,1128582.827,43.9959,5527162.049,215.4671
1-01381-7502,582-R1,8,2,35,1941,77739,3069407.807,39.4835,14294670.64,183.8803
1-01381-7503,598-R1,8,1,46,1941,62196,2455715.766,39.4835,11366455.83,182.7522
1-01381-7504,653-R1,8,1,19,1941,43682,1690223.882,38.69383,7884426.272,180.496
1-01382-7501,805-R1,8,2,84,1955,96152,3894039.656,40.49879,18114334.89,188.3927
1-01384-7501,897-R1,8,1,12,1927,56415,2628404.75,46.59053,12855635.82,227.8762
1-01384-7502,1095-R1,8,1,48,1926,123994,6881979.465,55.50252,33710509.17,271.8721
1-01385-7502,1510-R1,8,2,62,1928,273875,11122501.95,40.6116,51905009.1,189.5208
1-01386-7501,193-R1,8,1,48,1928,92781,3380719.749,36.43763,15804603.16,170.3431
1-01386-7502,375-R1,8,1,16,1986,42830,1990640.748,46.47772,9759937.646,227.8762
1-01388-7501,104-R1,8,1,98,1950,153046,7147759.374,46.70334,35048192.1,229.0043
1-01389-7501,50-R1,8,2,72,1912,82280,3100190.271,37.67854,14479930.61,175.9836
1-01390-7501,23-R1,8,1,15,1928,24277,1281706.157,52.79508,6271596.367,258.3349
1-01390-7502,94-R1,8,1,30,1982,42054,1973550.484,46.92896,9677987.95,230.1324
1-01391-7501,946-R1,8,1,12,1910,9445,395296.957,41.85251,1843298.479,195.1613
1-01392-7501,460-R1,8,1,111,1958,176897,8381415.239,47.3802,41108846.17,232.3886
1-01393-7501,637-R1,8,1,13,1910,14977,728198.3645,48.62111,3581857.384,239.1572
1-01394-7501,1101-R1,8,1,44,1998,158497,8582422.354,54.1488,42196909.91,266.2316
1-01395-7501,87-R1,8,2,166,1963,165925,7861559.685,47.3802,38559078.46,232.3886
1-01395-7502,624-R1,8,1,27,1912,50302,2218756.33,44.10871,10895171.75,216.5952
1-01395-7503,667-R1,8,1,48,1915,100093,4177851.792,41.7397,19421365.09,194.0332
1-01397-7502,230-R1,8,1,12,1915,4777,197234.9734,41.28846,921507.6627,192.9051
1-01397-7503,733-R1,8,1,157,1959,204524,9690388.025,47.3802,47529046.03,232.3886
1-01397-7504,770-R1,8,2,74,1960,104981,4168703.127,39.70912,19422366.84,185.0084
1-01397-7505,1729-R1,8,1,86,1927,128842,6031886.398,46.81615,29505372.02,229.0043
1-01398-7501,345-R1,8,1,205,1987,216171,11461537.74,53.0207,56088376.17,259.463
1-01398-7502,543-R1,8,2,52,1962,90629,3578350.122,39.4835,16664887.71,183.8803
1-01400-7501,1151-R1,8,1,93,2000,180846,10098612.44,55.84095,49575006.54,274.1283
1-01402-7501,478-R1,8,2,164,1965,129320,5295657.88,40.95003,24654715.75,190.6489
1-01404-7501,151-R1,8,1,76,1969,106669,4596732.018,43.09342,22502326.89,210.9547
1-01404-7503,332-R1,8,1,97,1986,165624,8239663.157,49.74921,40357533.83,243.6696
1-01405-7501,103-R1,8,1,21,1982,34906,1657791.007,47.49301,8151133.93,233.5167
1-01407-7501,161-R1,8,1,138,1924,108820,4419354.312,40.6116,20500893.61,188.3927
1-01409-7501,299-R1,8,1,19,1986,41754,1884107.496,45.124,9232126.73,221.1076
1-01409-7502,573-R1,8,2,55,1929,117892,4854279.73,41.17565,22608974.08,191.777
1-01409-7503,639-R1,8,2,32,1925,53255,2349009.351,44.10871,11534777.38,216.5952
1-01410-7501,237-R1,8,2,81,1961,123370,4884996.765,39.59631,22824486.31,185.0084
1-01410-7502,721-R1,8,2,30,1925,45621,1796130.248,39.37069,8337338.116,182.7522
1-01410-7503,968-R1,8,1,73,1996,155731,8256966.632,53.0207,40582112.59,260.5911
1-01410-7504,1782-R1,8,1,38,1920,55758,2321032.133,41.62689,10818903.17,194.0332
1-01411-7501,1077-R1,8,1,20,1999,68979,3610625.739,52.34384,17741867.86,257.2068
1-01411-7502,1760-R1,8,1,54,1942,79883,3496501.277,43.77028,17122042.34,214.339
1-01412-7501,712-R1,8,2,36,1927,54967,1916055.626,34.85829,8929191.269,162.4464
1-01412-7502,1158-R1,8,1,71,2000,165787,9070679.263,54.71285,44511786.9,268.4878
1-01412-7503,1407-R1,8,1,57,1942,87546,3041827.792,34.74548,14221532.53,162.4464
1-01413-7501,257-R1,8,1,66,1985,97000,4738132.81,48.84673,23198248.4,239.1572
1-01413-7502,1366-R1,8,1,14,1900,9285,338323.3946,36.43763,1581635.684,170.3431
1-01414-7501,139-R1,8,1,137,1965,102271,4291835.242,41.96532,19959341.31,195.1613
1-01414-7502,1465-R1,8,1,62,2003,82086,3555886.717,43.31904,17501629.94,213.2109
1-01415-7501,307-R1,8,1,219,1986,254167,12759297.78,50.20045,62506222.81,245.9258
1-01419-7501,197-R1,8,1,88,1963,124765,5911390.653,47.3802,28993963.68,232.3886
1-01419-7502,529-R1,8,1,295,1987,318183,15470410.64,48.62111,76095755.37,239.1572
1-01419-7503,833-R1,8,1,287,1978,307730,14441448.86,46.92896,70818643.45,230.1324
1-01420-7501,1951-R1,8,1,578,1951,925645,33415043.98,36.0992,155588798.6,168.0869
1-01423-7501,765-R1,8,1,283,1991,408657,21759481.39,53.24632,106953383.1,261.7192
1-01424-7501,466-R1,8,2,204,1957,206511,7897515.503,38.24259,36808479.34,178.2398
1-01424-7503,1797-R1,8,0,16,1900,9237,423062.5438,45.80086,2073631.68,224.4919
1-01425-7501,465-R1,8,2,88,1957,89223,3663749.773,41.06284,17010266.8,190.6489
1-01429-7502,1960-R1,8,1,77,2007,208325,12925628.79,62.0455,63453086.78,304.587
1-01430-7501,784-R1,8,2,295,1957,239536,9241543.207,38.58102,42965069.29,179.3679
1-01432-7501,356-R1,8,1,30,1930,18869,766300.2804,40.6116,3576067.975,189.5208
1-01433-7501,423-R1,8,2,218,1931,233483,10298633.94,44.10871,50571297.08,216.5952
1-01435-7501,553-R1,8,1,157,1986,112099,5589482.58,49.86202,27441577.37,244.7977
1-01436-7501,272-R1,8,1,110,1986,112573,5638515.898,50.08764,27684605.08,245.9258
1-01436-7502,546-R1,8,1,93,1977,66688,2708306.381,40.6116,12638763.11,189.5208
1-01438-7501,1-R1,8,1,306,1965,504238,22070638.45,43.77028,108646699.6,215.4671
1-01439-7501,427-R1,8,1,127,1987,149981,7444516.908,49.6364,36545810.28,243.6696
1-01439-7502,802-R1,8,2,56,1910,30899,1296686.423,41.96532,6030289.009,195.1613
1-01441-7501,693-R1,8,1,204,1956,203938,10122748.14,49.6364,49693490.88,243.6696
