 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt,Normalized Market Value per SqFt,Normalized Gross Income,Normalized Gross Income per sqt,normailized full market value,,,,,
1-01823-7502,1545-R1,3,1,15,1900,18567,464175,25,2019998,109,100.5307,428108.6025,23.0575,,,,,,
1-01826-7501,591-R1,3,1,35,1911,48636,972720,20,4220001,87,80.2401,897139.656,18.446,,,,,,
1-01828-7501,749-R1,3,1,14,1900,18448,313616,17,1240000,67,61.7941,289248.0368,15.6791,,,,,,
1-01828-7502,1332-R1,3,1,13,1920,23700,426600,18,1690000,71,65.4833,393453.18,16.6014,,,,,,
1-01829-7501,1440-R1,3,1,33,0,28560,685440,24,2980002,104,95.9192,632181.312,22.1352,,,,,,
1-01830-7501,1799-R1,3,1,15,2005,20184,807360,40,4395687,218,201.0614,744628.128,36.892,,,,,,
1-01903-7501,1495-R1,3,1,25,1910,44329,1108225,25,4809997,109,100.5307,1022115.918,23.0575,,,,,,
1-01908-7502,1699-R1,3,1,21,1906,46991,1174775,25,5110000,109,100.5307,1083494.983,23.0575,,,,,,
1-01914-7502,1690-R1,3,1,19,2007,29315,996710,34,4769998,163,150.3349,919265.633,31.3582,,,,,,
1-01922-7501,1733-R1,3,1,16,1910,15210,304200,20,1319994,87,80.2401,280563.66,18.446,,,,,,
1-01924-7501,1348-R1,3,1,64,2003,63252,1771056,28,8479996,134,123.5882,1633444.949,25.8244,,,,,,
1-01924-7502,1488-R1,3,1,74,2003,59844,2034696,34,9670000,162,149.4126,1876600.121,31.3582,,,,,,
1-01924-7502,1488-R2,3,1,22,2004,19500,663000,34,3150000,162,149.4126,611484.9,31.3582,,,,,,
1-01930-7501,1712-R1,3,1,11,1910,25230,630750,25,2739999,109,100.5307,581740.725,23.0575,,,,,,
1-01942-7502,1284-R1,3,1,36,1933,38386,767720,20,3329999,87,80.2401,708068.156,18.446,,,,,,
1-01943-7501,793-R1,3,1,41,1900,45436,999592,22,4339997,96,88.5408,921923.7016,20.2906,,,,,,
1-01943-7502,1373-R1,3,1,49,1901,66936,1405656,21,6100000,91,83.9293,1296436.529,19.3683,,,,,,
1-01945-7502,1391-R1,3,1,48,2003,108510,3363810,31,16100000,148,136.5004,3102441.963,28.5913,,,,,,
1-01945-7504,1762-R1,3,1,93,2006,108572,3257160,30,15599991,144,132.8112,3004078.668,27.669,,,,,,
1-01946-7501,1681-R1,3,1,54,2006,67413,2022390,30,9689999,144,132.8112,1865250.297,27.669,,,,,,
1-01959-7501,1423-R1,3,1,170,2003,240000,6000000,25,26100001,109,100.5307,5533800,23.0575,,,,,,
1-02041-7503,1716-R1,3,1,14,1894,18306,640710,35,3069999,168,154.9464,590926.833,32.2805,,,,,,
1-02045-7501,1640-R1,3,1,180,2005,204835,6145050,30,29400016,144,132.8112,5667579.615,27.669,,,,,,
1-01627-7501,1628-R1,3,1,13,2004,6342,210000,33.1,1009999,159,146.6457,193609.4005,30.52813,,,,,,
1-01630-7502,1801-R1,3,1,11,2006,12184,440000,36.1,2210000,181,166.9363,405666.6455,33.29503,,,,,,
1-01661-7501,1403-R1,3,1,22,2003,25721,720000,28,3450005,134,123.5882,664229.3924,25.8244,,,,,,
1-01667-7501,1829-R1,3,1,12,1910,12222,300000,24.55,1300004,106,97.7638,276736.2072,22.642465,,,,,,
1-01676-7504,1905-R1,3,1,38,2007,32660,900000,27.6,4310002,132,121.7436,831375.9768,25.45548,,,,,,
1-01677-7503,574-R1,3,1,36,1929,33280,690000,20.73,3000006,90,83.007,636289.6051,19.119279,,,,,,
1-01680-7501,458-R1,3,1,33,1926,46998,850000,18.09,3360001,71,65.4833,784133.7602,16.684407,,,,,,
1-01680-7502,1883-R1,3,1,28,2007,25174,1030000,40.9,5170002,205,189.0715,949615.3902,37.72207,,,,,,
1-01681-7501,1573-R1,3,1,31,2006,32483,1300000,40,6519997,201,185.3823,1198362.836,36.892,,,,,,
1-01683-7501,1479-R1,3,1,20,2004,22295,685000,30.7,3279997,147,135.5781,631274.23,28.31461,,,,,,
1-01788-7501,1820-R1,3,1,11,2006,10585,400000,37.8,1919999,181,166.9363,369024.2199,34.86294,,,,,,
1-01807-7501,1732-R1,3,1,12,2006,9745,290000,29.8,1390000,143,131.8889,267836.8423,27.48454,,,,,,
1-02067-7502,9823-R2,3,1,20,1920,17565,526950,30,2520004,143,131.8889,486005.985,27.669,,,,,,
1-02079-7501,1490-R1,3,1,12,2005,12000,480000,40,2409999,201,185.3823,442704,36.892,,,,,,
1-02090-7501,1832-R1,3,1,54,1908,30886,617720,20,2680000,87,80.2401,569723.156,18.446,,,,,,
1-02092-7501,1897-R1,3,1,25,1926,24132,253386,10.5,786999,32.6,30.06698,233697.9078,9.68415,,,,,,
1-02093-7501,1896-R1,3,1,35,1920,30441,608820,20,2640000,87,80.2401,561514.686,18.446,,,,,,
1-02094-7501,1673-R1,3,1,50,1913,86020,1978460,23,8590000,100,92.23,1824733.658,21.2129,,,,,,
1-02095-7501,1710-R1,3,1,50,2005,67805,2034150,30,9740006,144,132.8112,1876096.545,27.669,,,,,,
1-02096-7501,1680-R1,3,1,74,1912,107100,1499400,14,5469995,51,47.0373,1382896.62,12.9122,,,,,,
1-01988-7501,1273-R1,3,1,13,2002,21862,743308,34,3560001,163,150.3349,685552.9684,31.3582,,,,,,
1-01988-7502,1565-R1,3,1,29,2006,31308,1064472,34,5099999,163,150.3349,981762.5256,31.3582,,,,,,
1-01729-7503,1530-R1,3,0,12,2004,15230,400000,26.3,1740001,114,105.1422,369426.3427,24.25649,,,,,,
1-01755-7501,1470-R1,3,0,25,2004,40418,1300000,32.2,6230004,154,142.0342,1200336.189,29.69806,,,,,,
1-01826-7502,1662-R1,3,0,24,0,18540,315180,17,1250005,67,61.7941,290690.514,15.6791,,,,,,
1-01828-7503,1540-R1,3,0,13,1900,6866,205980,30,986998,144,132.8112,189975.354,27.669,,,,,,
1-01828-7505,1684-R1,3,0,14,0,6846,205380,30,983996,144,132.8112,189421.974,27.669,,,,,,
1-01831-7501,1657-R1,3,0,20,1900,7852,235560,30,1130000,144,132.8112,217256.988,27.669,,,,,,
1-01942-7501,887-R1,3,0,32,1994,35082,877050,25,3809984,109,100.5307,808903.215,23.0575,,,,,,
1-01955-7501,1340-R1,3,0,15,1910,23765,522830,22,2270000,96,88.5408,482206.109,20.2906,,,,,,
1-01960-7502,899-R1,3,0,28,1994,41964,923208,22,4009994,96,88.5408,851474.7384,20.2906,,,,,,
1-02023-7503,874-R1,3,0,28,1993,30976,681472,22,2960000,96,88.5408,628521.6256,20.2906,,,,,,
1-02041-7502,900-R1,3,0,28,1994,36188,796136,22,3460007,96,88.5408,734276.2328,20.2906,,,,,,
1-02042-7502,974-R1,3,0,47,1896,76584,1684848,22,7320009,96,88.5408,1553935.31,20.2906,,,,,,
1-01630-7501,441-R1,3,0,17,1920,9590,185000,19.29,802998,84,77.4732,170617.2915,17.791167,,,,,,
1-01630-7501,441-R2,3,0,17,1920,9590,185000,19.29,803000,84,77.4732,170617.2915,17.791167,,,,,,
1-01632-7501,666-R1,3,0,12,1910,7690,155000,20.16,672998,88,81.1624,142984.5379,18.593568,,,,,,
1-01676-7501,342-R1,3,0,12,1900,6092,125000,20.52,543000,89,82.0847,115294.7308,18.925596,,,,,,
1-02066-7501,561-R1,3,0,38,1926,25050,551100,22,2390004,95,87.6185,508279.53,20.2906,,,,,,
1-01327-7501,795-R1,4,2,146,1957,126021,4300000,34.1,20400000,162,184.8258,4902807.938,38.90469,,,,,,
1-01331-7502,563-R1,4,2,260,1964,305093,9160000,30,41900000,137,156.3033,10442418.11,34.227,,,,,,
1-01349-7501,510-R1,4,2,174,1960,198115,6000000,30.3,27500000,139,158.5851,6848690.926,34.56927,,,,,,
1-01350-7501,178-R1,4,2,115,1958,95347,2860000,30,13100000,137,156.3033,3263441.769,34.227,,,,,,
1-01314-7501,319-R1,4,1,364,1986,351161,13000000,37,65200014,186,212.2074,14823664.64,42.2133,,,,,,
1-01319-7501,482-R1,4,1,101,1970,60900,1700000,27.9,8139989,134,152.8806,1938514.599,31.83111,,,,,,
1-01319-7502,1614-R1,4,1,18,2001,11861,535000,45.1,2680000,226,257.8434,610302.892,51.45459,,,,,,
1-01320-7501,85-R1,4,1,231,1982,350000,12800000,36.6,64200000,183,208.7847,14614929,41.75694,,,,,,
1-01320-7502,238-R1,4,1,48,1985,77029,3100000,40.2,15499992,201,229.3209,3532871.921,45.86418,,,,,,
1-01320-7503,240-R1,4,1,92,1957,63927,2170000,33.9,10400018,163,185.9667,2472473.255,38.67651,,,,,,
1-01320-7504,451-R1,4,1,129,1956,81745,2600000,31.8,12499994,153,174.5577,2965759.282,36.28062,,,,,,
1-01320-7505,620-R1,4,1,173,1988,164753,7500000,45.5,37599995,228,260.1252,8552484.745,51.91095,,,,,,
1-01320-7506,1828-R1,4,1,261,1979,207246,8200000,39.6,41100026,198,225.8982,9363299.671,45.17964,,,,,,
1-01322-7501,201-R1,4,1,162,1959,170631,5000000,29.3,24000009,141,160.8669,5703916.201,33.42837,,,,,,
1-01323-7501,185-R1,4,1,174,1985,193134,7450000,38.6,37400009,194,221.3346,8505378.011,44.03874,,,,,,
1-01324-7501,518-R1,4,1,16,1980,19082,735000,38.5,3690000,193,220.1937,838170.1713,43.92465,,,,,,
1-01325-7501,227-R1,4,1,25,1984,46800,1600000,34.2,7660003,164,187.1076,1826078.904,39.01878,,,,,,
1-01325-7502,424-R1,4,1,27,1901,15410,520000,33.7,2490002,162,184.8258,592488.7653,38.44833,,,,,,
1-01327-7502,896-R1,4,1,177,1990,237531,10250000,43.2,51400007,216,246.4344,11707161.89,49.28688,,,,,,
1-01329-7501,2007-R1,4,1,40,2000,54638,3150000,58,15799994,289,329.7201,3615516.664,66.1722,,,,,,
1-01331-7501,541-R1,4,1,115,1963,128436,3900000,30.4,18699997,146,166.5714,4454592.025,34.68336,,,,,,
1-01331-7503,1538-R1,4,1,67,2005,104916,4500000,42.9,22600002,215,245.2935,5135072.703,48.94461,,,,,,
1-01336-7501,168-R1,4,1,79,1983,127399,5000000,39.2,25100031,197,224.7573,5697701.149,44.72328,,,,,,
1-01338-7501,247-R1,4,1,113,1980,86845,3300000,38,16499993,190,216.771,3765095.499,43.3542,,,,,,
1-01338-7502,614-R1,4,1,166,1977,122021,4750000,38.9,23800000,195,222.4755,5415415.221,44.38101,,,,,,
1-01340-7501,1165-R1,4,1,370,2000,825532,50000000,61,250999979,304,346.8336,57452816.99,69.5949,,,,,,
1-01341-7501,176-R1,4,1,141,1962,89872,2750000,30.6,13200005,147,167.7123,3137569.923,34.91154,,,,,,
1-01341-7502,259-R1,4,1,126,1962,82112,2500000,30.4,11999982,146,166.5714,2847920.056,34.68336,,,,,,
1-01341-7503,336-R1,4,1,237,1984,438326,19100000,43.6,95799995,219,249.8571,21803755.42,49.74324,,,,,,
1-01341-7505,1792-R1,4,1,81,1930,78000,1950000,25,8469999,109,124.3581,2224755,28.5225,,,,,,
1-01342-7501,61-R1,4,1,85,1982,119419,4780000,40,24000016,201,229.3209,5449805.484,45.636,,,,,,
1-01342-7502,105-R1,4,1,20,1982,33376,1400000,41.9,7020010,210,239.589,1595496.625,47.80371,,,,,,
1-01343-7501,60-R1,4,1,115,1931,93015,2350000,25.3,9920000,107,122.0763,2684856.582,28.86477,,,,,,
1-01343-7504,1809-R1,4,1,23,1900,35615,1480000,41.6,7419999,208,237.3072,1690339.186,47.46144,,,,,,
1-01344-7501,145-R1,4,1,97,1963,67540,2030000,30.1,9720004,144,164.2896,2319397.219,34.34109,,,,,,
1-01344-7502,1212-R1,4,1,64,2000,158085,7910000,50,39700000,251,286.3659,9017958.825,57.045,,,,,,
1-01345-7501,1594-R1,4,1,85,2006,166692,8200000,49.2,41100004,247,281.8023,9356802.018,56.13228,,,,,,
1-01346-7501,323-R1,4,1,90,1959,65000,2020000,31.1,9680003,149,169.9941,2306329.35,35.48199,,,,,,
1-01346-7503,475-R1,4,1,59,1941,53435,1700000,31.8,8139999,152,173.4168,1938654.93,36.28062,,,,,,
1-01347-7501,1396-R1,4,1,118,2003,219278,8600000,39.2,43100004,197,224.7573,9806831.392,44.72328,,,,,,
1-01362-7502,1279-R1,4,1,113,2002,172926,8650000,50,43400002,251,286.3659,9864563.67,57.045,,,,,,
1-01365-7501,283-R1,4,1,189,1958,196802,6360000,32.3,30500002,155,176.8395,7252364.278,36.85107,,,,,,
1-01365-7502,575-R1,4,1,228,1972,242825,8900000,36.7,44600005,184,209.9256,10167332.86,41.87103,,,,,,
1-01366-7501,59-R1,4,1,106,1983,174032,7850000,45.1,39399999,226,257.8434,8954745.207,51.45459,,,,,,
1-01368-7501,91-R1,4,1,60,1929,97636,3000000,30.7,14399999,147,167.7123,3419762.411,35.02563,,,,,,
1-01369-7501,278-R1,4,1,75,1986,85992,3200000,37.2,16000004,186,212.2074,3649627.748,42.44148,,,,,,
1-01370-7501,37-R1,4,1,75,1981,61175,2350000,38.4,11800001,193,220.1937,2680111.008,43.81056,,,,,,
1-01342-7503,1357-R1,4,0,15,1920,10550,445000,42.2,2230002,211,240.7299,507940.089,48.14598,,,,,,
1-01010-7501,165-R1,5,2,38,1916,43765,1312950,30,6010000,137,151.1384,1448446.44,33.096,,,,,,
1-01011-7504,767-R1,5,2,34,1912,35328,1059840,30,4850000,137,151.1384,1169215.488,33.096,,,,,,
1-01025-7501,606-R1,5,2,129,1916,128513,4240929,33,19400000,151,166.5832,4678592.873,36.4056,,,,,,
1-01048-7504,800-R1,5,2,188,1940,158478,5071296,32,23200000,146,161.0672,5594653.747,35.3024,,,,,,
1-01003-7501,347-R1,5,1,445,1927,328716,13148640,40,65899991,200,220.64,14505579.65,44.128,,,,,,
1-01006-7501,130-R1,5,1,212,1968,223307,8485666,38,42600010,191,210.7112,9361386.731,41.9216,,,,,,
1-01008-7501,84-R1,5,1,50,1982,96492,4052664,42,20300029,210,231.672,4470898.925,46.3344,,,,,,
1-01008-7502,534-R1,5,1,65,1926,74422,2828036,38,14200002,191,210.7112,3119889.315,41.9216,,,,,,
1-01008-7503,540-R1,5,1,340,1987,494266,21253438,43,106999987,216,238.2912,23446792.8,47.4376,,,,,,
1-01009-7501,364-R1,5,1,247,1986,399221,17964945,45,90099994,226,249.3232,19818927.32,49.644,,,,,,
1-01010-7502,513-R1,5,1,33,1923,32796,983880,30,4709999,144,158.8608,1085416.416,33.096,,,,,,
1-01010-7504,1153-R1,5,1,35,1922,88288,3354944,38,16799998,190,209.608,3701174.221,41.9216,,,,,,
1-01010-7505,1524-R1,5,1,103,1926,121921,4876840,40,24500007,201,221.7432,5380129.888,44.128,,,,,,
1-01011-7501,11-R1,5,1,161,1930,159786,6391440,40,32100002,201,221.7432,7051036.608,44.128,,,,,,
1-01011-7502,496-R1,5,1,420,1930,340000,13600000,40,68199993,201,221.7432,15003520,44.128,,,,,,
1-01011-7503,696-R1,5,1,79,1950,78236,3285912,42,16499997,211,232.7752,3625018.118,46.3344,,,,,,
1-01011-7505,1018-R1,5,1,80,1918,87821,3688482,42,18500007,211,232.7752,4069133.342,46.3344,,,,,,
1-01018-7502,1875-R1,5,1,218,2006,293691,14390859,49,72199966,246,271.3872,15875995.65,54.0568,,,,,,
1-01020-7502,1519-R1,5,1,137,2005,165323,8100827,49,40599987,246,271.3872,8936832.346,54.0568,,,,,,
1-01027-7504,1278-R1,5,1,108,2002,210177,9457965,45,47400002,226,249.3232,10434026.99,49.644,,,,,,
1-01040-7501,633-R1,5,1,704,1989,551052,22042080,40,110999997,201,221.7432,24316822.66,44.128,,,,,,
1-01042-7502,1626-R1,5,1,215,2005,249339,11220255,45,56531876,227,250.4264,12378185.32,49.644,,,,,,
1-01043-7501,288-R1,5,1,65,1942,54785,1753120,32,8399997,153,168.7896,1934041.984,35.3024,,,,,,
1-01043-7502,280-R1,5,1,65,1947,54655,1748960,32,8380001,153,168.7896,1929452.672,35.3024,,,,,,
1-01043-7503,1461-R1,5,1,66,2005,56935,2163530,38,10899989,191,210.7112,2386806.296,41.9216,,,,,,
1-01047-7501,115-R1,5,1,576,1931,609127,21319445,35,101999998,167,184.2344,23519611.72,38.612,,,,,,
1-01047-7503,1750-R1,5,1,595,1978,706825,27566175,39,137999993,195,215.124,30411004.26,43.0248,,,,,,
1-01048-7501,58-R1,5,1,261,1982,263995,10559800,40,52999980,201,221.7432,11649571.36,44.128,,,,,,
1-01048-7503,538-R1,5,1,296,1987,314941,12597640,40,63199994,201,221.7432,13897716.45,44.128,,,,,,
1-01048-7503,538-R2,5,1,20,1987,15764,630560,40,3159997,200,220.64,695633.792,44.128,,,,,,
1-01049-7501,1311-R1,5,1,129,1955,377444,21136864,56,106000008,281,309.9992,23318188.36,61.7792,,,,,,
1-01049-7501,1311-R2,5,1,65,1955,217897,12202232,56,61199999,281,309.9992,13461502.34,61.7792,,,,,,
1-01263-7501,1655-R1,5,1,152,2005,148385,7270865,49,36500010,246,271.3872,8021218.268,54.0568,,,,,,
1-01269-7501,90-R1,5,1,248,1982,503000,22132000,44,111000008,221,243.8072,24416022.4,48.5408,,,,,,
1-01270-7501,1599-R1,5,1,35,1925,44350,1552250,35,7439999,168,185.3376,1712442.2,38.612,,,,,,
1-01271-7501,7-R2,5,1,183,1963,141738,4960830,35,23799972,168,185.3376,5472787.656,38.612,,,,,,
1-01273-7501,141-R1,5,1,168,1969,206973,7864974,38,39400003,190,209.608,8676639.317,41.9216,,,,,,
1-01274-7502,702-R1,5,1,88,1901,68219,2865198,42,14399998,211,232.7752,3160886.434,46.3344,,,,,,
1-01274-7503,1150-R1,5,1,11,1931,84843,4072464,48,20400001,240,264.768,4492742.285,52.9536,,,,,,
1-01274-7504,1508-R1,5,1,164,1907,395521,19776050,50,99200007,251,276.9032,21816938.36,55.16,,,,,,
1-00475-7503,916-R1,6,2,20,1920,32149,803725,25,3390000,105,111.069,850180.305,26.445,,,,,,
1-00517-7501,736-R1,6,2,38,1950,20826,520650,25,2200000,106,112.1268,550743.57,26.445,,,,,,
1-00228-7501,1432-R1,6,1,11,2003,25300,907232,35.9,4349999,172,181.9416,960768.006,37.97502,,,,,,
1-00231-7501,1354-R1,6,1,16,1910,44653,1250284,28,5990001,134,141.7452,1322550.415,29.6184,,,,,,
1-00473-7502,1179-R1,6,1,13,1890,78982,1918568,24.29,8330001,105,111.069,2029360.507,25.693962,,,,,,
1-00473-7503,1663-R1,6,1,18,1874,27023,740952,27.4,3550004,131,138.5718,783227.0656,28.98372,,,,,,
1-00474-7504,1185-R1,6,1,13,1894,35452,921752,26,3999999,113,119.5314,975029.2656,27.5028,,,,,,
1-00474-7505,1205-R1,6,1,14,1920,36407,946582,26,4110000,113,119.5314,1001294.44,27.5028,,,,,,
1-00474-7506,1654-R1,6,1,41,2005,117311,4575129,39,22899994,195,206.271,4839571.456,41.2542,,,,,,
1-00475-7505,1010-R1,6,1,14,1900,55210,1435460,26,6230003,113,119.5314,1518429.588,27.5028,,,,,,
1-00482-7502,1484-R1,6,1,52,2005,73057,2231670,30.5,10700001,146,154.4388,2357030.685,32.2629,,,,,,
1-00498-7501,131-R1,6,1,14,1900,18031,459790,25.5,1999999,111,117.4158,486366.3909,26.9739,,,,,,
1-00499-7502,685-R1,6,1,19,1988,34876,889338,25.5,3860000,111,117.4158,940741.7364,26.9739,,,,,,
1-00499-7505,1658-R1,6,1,14,2005,42823,1847000,43.1,9260000,216,228.4848,1952351.101,45.59118,,,,,,
1-00500-7501,123-R1,6,1,15,1907,20752,526063,25.3,2279998,110,116.358,555372.0797,26.76234,,,,,,
1-00500-7502,284-R1,6,1,29,1900,36223,869352,24,3770009,104,110.0112,919600.5456,25.3872,,,,,,
1-00500-7505,1241-R1,6,1,12,1879,34968,1470000,42,7369998,211,223.1958,1553544.317,44.4276,,,,,,
1-00501-7501,1199-R1,6,1,15,1920,31967,900000,28.2,4310000,135,142.803,953574.3313,29.82996,,,,,,
1-00502-7501,135-R1,6,1,35,1900,34821,905346,26,3929998,113,119.5314,957674.9988,27.5028,,,,,,
1-00512-7501,75-R1,6,1,21,1900,107781,3125649,29,15000003,139,147.0342,3306311.512,30.6762,,,,,,
1-00513-7503,1390-R1,6,1,32,2003,56800,2385600,42,12000004,211,223.1958,2523487.68,44.4276,,,,,,
1-00514-7505,1404-R1,6,1,15,2003,41314,1528618,37,7669999,186,196.7508,1616972.12,39.1386,,,,,,
1-00515-7501,1633-R1,6,1,16,2006,38591,1620822,42,8129995,211,223.1958,1714505.512,44.4276,,,,,,
1-00520-7501,66-R1,6,1,38,1900,33383,901341,27,4320001,129,136.4562,953438.5098,28.5606,,,,,,
1-00594-7503,1399-R1,6,1,104,2003,196695,8851275,45,44400000,226,239.0628,9362878.695,47.601,,,,,,
1-00594-7504,1379-R1,6,1,22,1915,65085,2928825,45,14699997,226,239.0628,3098111.085,47.601,,,,,,
1-00594-7505,1585-R1,6,1,64,2005,94226,3769040,40,18900004,201,212.6178,3986890.512,42.312,,,,,,
1-00594-7506,1580-R1,6,1,13,2005,29579,1350000,45.6,6770004,229,242.2362,1426763.179,48.23568,,,,,,
1-00594-7508,1882-R1,6,1,21,2007,40000,1480000,37,7429999,186,196.7508,1565544,39.1386,,,,,,
1-00595-7502,1103-R1,6,1,12,1920,24850,990000,39.8,4959999,200,211.56,1046195.934,42.10044,,,,,,
1-00595-7503,1238-R1,6,1,12,1920,31613,800277,25.3,3470001,110,116.358,846037.8544,26.76234,,,,,,
1-00595-7504,1616-R1,6,1,40,2005,68865,3098925,45,15499998,225,238.005,3278042.865,47.601,,,,,,
1-00597-7502,1342-R1,6,1,14,1920,31930,957900,30,4590000,144,152.3232,1013266.62,31.734,,,,,,
1-00518-7502,670-R1,6,0,27,1900,13020,325500,25,1410007,108,114.2424,344313.9,26.445,,,,,,
1-00518-7504,1093-R1,6,0,15,1920,6013,150325,25,652998,109,115.3002,159013.785,26.445,,,,,,
1-00143-7501,328-R1,7,2,13,1915,19882,616342,31,2820000,142,162.0078,703184.5878,35.3679,,,,,,
1-00189-7501,229-R1,7,2,24,1915,52735,1338414,25.4,6130000,116,132.3444,1528200.182,28.97886,,,,,,
1-00189-7508,1061-R1,7,2,11,1915,18315,503662,27.5,2310000,126,143.7534,574628.5463,31.37475,,,,,,
1-00225-7501,1321-R1,7,2,38,1910,73919,1921894,26,8800000,119,135.7671,2192688.865,29.6634,,,,,,
1-00016-7501,308-R1,7,1,239,1985,219495,7682325,35,36800005,168,191.6712,8764764.593,39.9315,,,,,,
1-00016-7502,313-R1,7,1,133,1986,139719,4890165,35,23399997,167,190.5303,5579189.249,39.9315,,,,,,
1-00016-7503,385-R1,7,1,109,1985,105000,3675000,35,17600009,168,191.6712,4192807.5,39.9315,,,,,,
1-00016-7504,360-R1,7,1,107,1986,87479,3061765,35,14700006,168,191.6712,3493167.689,39.9315,,,,,,
1-00016-7505,371-R1,7,1,247,1987,255845,8954575,35,42900004,168,191.6712,10216274.62,39.9315,,,,,,
1-00016-7506,398-R1,7,1,121,1985,106129,3714515,35,17799993,168,191.6712,4237890.164,39.9315,,,,,,
1-00016-7507,450-R1,7,1,154,1986,126008,4410280,35,21099999,167,190.5303,5031688.452,39.9315,,,,,,
1-00016-7508,498-R1,7,1,546,1987,586224,20517840,35,98299985,168,191.6712,23408803.66,39.9315,,,,,,
1-00016-7509,621-R1,7,1,182,1988,208281,7289835,35,34899998,168,191.6712,8316972.752,39.9315,,,,,,
1-00016-7510,779-R1,7,1,293,1988,341489,11952115,35,57300016,168,191.6712,13636168,39.9315,,,,,,
1-00016-7511,780-R1,7,1,163,1990,156260,5469100,35,26200003,168,191.6712,6239696.19,39.9315,,,,,,
1-00016-7513,1217-R1,7,1,117,2003,267723,9370305,35,44900000,168,191.6712,10690580.97,39.9315,,,,,,
1-00016-7514,1623-R1,7,1,234,2006,431824,15761576,36.5,77600002,180,205.362,17982382.06,41.64285,,,,,,
1-00016-7515,1848-R1,7,1,304,1985,257848,9024680,35,43199949,168,191.6712,10296257.41,39.9315,,,,,,
1-00132-7501,401-R1,7,1,128,1987,115909,4056815,35,19399996,167,190.5303,4628420.234,39.9315,,,,,,
1-00132-7501,401-R2,7,1,133,1987,138016,4830560,35,23100002,167,190.5303,5511185.904,39.9315,,,,,,
1-00132-7503,1042-R1,7,1,11,2001,54500,1907500,35,9140000,168,191.6712,2176266.75,39.9315,,,,,,
1-00137-7503,1593-R1,7,1,12,1920,30062,931922,31,4459998,148,168.8532,1063229.81,35.3679,,,,,,
1-00140-7501,499-R1,7,1,83,1987,89377,3128195,35,14999999,168,191.6712,3568957.676,39.9315,,,,,,
1-00140-7502,594-R1,7,1,80,1988,66551,2329285,35,11199991,168,191.6712,2657481.257,39.9315,,,,,,
1-00141-7504,996-R1,7,1,30,1910,90000,3150000,35,15100000,168,191.6712,3593835,39.9315,,,,,,
1-00142-7501,1507-R2,7,1,220,2006,535060,19262160,36,96599995,181,206.5029,21976198.34,41.0724,,,,,,
1-00142-7502,1629-R1,7,1,311,2005,314373,11317428,36,56800017,181,206.5029,12912053.61,41.0724,,,,,,
1-00144-7502,1597-R1,7,1,12,1910,27928,865768,31,4150004,149,169.9941,987754.7112,35.3679,,,,,,
1-00179-7506,1196-R1,7,1,31,1915,88615,2259000,25.5,9810000,111,126.6399,2578071.764,29.09295,,,,,,
1-00180-7502,198-R1,7,1,20,1915,20750,622500,30,2980001,144,164.2896,710210.25,34.227,,,,,,
1-00188-7502,1063-R1,7,1,36,1915,86451,2939334,34,14100000,163,185.9667,3353486.161,38.7906,,,,,,
1-00188-7503,1155-R1,7,1,46,1910,83020,2822680,34,13500003,163,185.9667,3220395.612,38.7906,,,,,,
1-00189-7502,430-R1,7,1,14,1921,40581,1156558,28.5,5540001,137,156.3033,1319517.593,32.51565,,,,,,
1-00189-7507,1052-R1,7,1,13,1915,53468,1657500,31,7940002,149,169.9941,1891050.877,35.3679,,,,,,
1-00190-7503,956-R1,7,1,23,1915,86900,2780800,32,12999997,150,171.135,3172614.72,36.5088,,,,,,
1-00190-7504,1045-R1,7,1,57,1905,150010,4875000,32.5,23399999,156,177.9804,5562258.293,37.07925,,,,,,
1-00190-7505,1181-R1,7,1,33,1924,119996,4439852,37,22300003,186,212.2074,5065427.147,42.2133,,,,,,
1-00190-7506,2009-R1,7,1,26,2000,68033,2551237,37.5,12799997,188,214.4892,2910706.864,42.78375,,,,,,
1-00193-7501,120-R1,7,1,64,1915,119640,3828480,32,18299998,153,174.5577,4367912.832,36.5088,,,,,,
1-00193-7509,1624-R1,7,1,15,2005,34587,1452654,42,7290000,211,240.7299,1657332.949,47.9178,,,,,,
1-00212-7501,44-R1,7,1,50,1915,122640,3801840,31,18199997,148,168.8532,4337519.256,35.3679,,,,,,
1-00212-7503,1844-R1,7,1,34,1890,67451,2158432,32,10300001,153,174.5577,2462555.069,36.5088,,,,,,
1-00214-7503,1388-R1,7,1,35,2004,138798,4649733,33.5,22300003,161,183.6849,5304880.38,38.22015,,,,,,
1-00215-7502,1393-R1,7,1,24,1930,66444,1860432,28,8909999,134,152.8806,2122566.869,31.9452,,,,,,
1-00217-7501,1243-R1,7,1,33,1853,100894,3330000,33,16000000,159,181.4031,3798628.832,37.6497,,,,,,
1-00218-7501,1457-R1,7,1,65,2004,163128,6198864,38,31099998,191,217.9119,7072283.938,43.3542,,,,,,
1-00219-7501,944-R1,7,1,28,1920,88897,2489116,28,11900000,134,152.8806,2839832.444,31.9452,,,,,,
1-00219-7502,1003-R1,7,1,16,1930,37785,1057980,28,5070000,134,152.8806,1207049.382,31.9452,,,,,,
